result,desc
1807.jpg,"만나고 있는 이성과 현실적인 여건이 맞지 않아서 서로 멀어지게 되겠습니다. 그렇다고 아주 헤어진 상태는 아니어서 이러지도 저러지도 못하고 답답하기만할 뿐입니다. 두 사람의 문제가 당분간은 해결되기 힘듭니다. 장기전으로 갈 수도 있습니다. 근본적으로 두 사람의 관계를 생각하고, 사랑이 남아있는지를 다시한번 확인해야할 시기입니다."
1808.jpg,새로운 이성을 만난다면 조건은 괜찮은 사람을 만날 수 있습니다. 그러나 사귈 정도의 여건이 되지 않겠습니다. 서로 멀리 떨어지게 된다거나 현실적인 이유로 자주 못만나게 되기 때문입니다. 또한 사랑하는지 확신이 없어서 두 사람이 가까워지기 힘들 수 있습니다. 한번에 결정할 문제가 아니고 천천히 만나보는 것이 좋겠습니다.
1809.jpg,"일시적으로 이성을 만날 수 있습니다. 그러나 자칫하면 부적절한 만남이 될 수 있습니다. 유흥에 빠질 수도 있고, 마음에 없는 이성간의 만남을 가져서 나중에 후회할 수도 있습니다. 또한 사랑보다는 외적인 조건에 빠져서 사람의 됨됨이를 보지 못하여 낭패를 볼수도 있을 것입니다. 진정한 사랑을 할 것인지 거래를 할 것인지, 즐길 것인지를 신중하게 판단해야할 때입니다."
1810.jpg,"현재 만나는 이성이 양에 차지 않아서 헤어지게 되거나 거리를 두게 되겠습니다. 또한 자신의 현실적인 처지 때문에 이성간에 거리를 두고 잘 만나려 하지 않을 수도 있습니다. 현실적인 문제가 중요하지요, 하지만 이성간의 만남은 무엇보다 사랑이 기본이 되어야 하지 않을까요? 현실적인 잣대를 갖다 대기 전에 서로에게 사랑이 있는지, 당신의 마음속에 누군가를 사랑할 마음의 여유가 있는지를 점검해 보아야 할 것입니다."
1811.jpg,현재 만나는 이성이 현실적으로나 여러면에서 무난한 편입니다. 그러나 당신의 양에는 차지 않아서 만난다고 해도 즐겁지가 않겠습니다. 이성으로서의 매력이 느껴지지 않거나 감정이 살아나지 않기 때문입니다. 또한 현실적인 이유로 자주 못만나게 되니 더욱더 사랑이 식어만 가는 것 같아서 답답할 수 있슴니다. 자칫하면 헤어질 수도 있습니다. 서로에게 진심으로 사랑하는 감정이 남아있는지 근본문제부터 점검해 보아야 할 것입니다.
1812.jpg,소개팅을 하거나 공적인 만남을 갖기 좋은 날입니다. 조건이 괜찮고 매너가 좋은 사람을 만날 수 있습니다. 그러나 두 사람이 쉽게 가까워지기는 힘들 수 있습니다. 서로간에 현실적인 문제로 바빠서 자주 못만다거나 장거리이기 때문이지요. 그러나 무엇보다 사랑하는 감정이 잘 살아나지 않는 것이 문제가 될 수 있습니다. 조건도 중요하지만 사랑하는 마음이 기본이 되어야 하지 않을까요?
1813.jpg,"최고의 사람을 만나고 싶은 마음은 간절한데 막상 현실은 따라주지 않으니 답답하기만할 뿐입니다. 현재 사귀는 이성이 있다면 점점 더 마음에 들지 않아서 헤어질 위기가 올 수 있습니다. 물론 멋진 사람을 만나는 것이 중요하겠지요. 그러나 무엇보다 자신과 잘 맞는 사람, 서로 사랑할 수 있는 사람을 만나나려 해야할 것입니다. 아무리 멋져도 그림의 떡은 소용이 없으니까요."
1814.jpg,누군가를 사랑하는 감정을 느끼고는 싶은데 어떻게 사랑해야 할지 막막하기만한 때입니다.또한 현재 좋아하는 이성이 있다 하더라도 서로간의 감정을 잘 표현하지 못하여 멀어지게 될 수 있습니다. 또한 서로 멀리 떨어져 있어서 표현을 하지 못할 수도 있구요. 오늘은 연애운이 좋지 못한 날입니다. 이럴때 일 수록 스스로 분위기를 바꾸려 노력해야할 것입니다. 밝은 색깔의 옷을 입는다거나 좀 튀는 악세사리를 해 보는 것도 좋지 않을까요?
1815.jpg,연인끼리 자칫하면 서로 감정이 틀어져서 헤어질 수 있는 날입니다. 헤어질때 헤어지더라도 감정을 솔직하게 드러내고 대화로 풀으려는 노력을 해야 하는데마음을 닫거나 이미 멀어진 사이가 되서 감정 정리를 하지 못한채 앙금으로만 남아있게 될 수 있습니다. 편지로 자신의 마음을 먼저 솔직하게 드러내 보이는 것은 어떤가요?
1816.jpg,"지금은 연애운이 좋은 때입니다. 단 당신이 누군가를 만나려는 적극적인 마음을 먹어야 가능합니다. 그런데 새로운 이성을 만나는데 있어서 부담을 갖게 되거나 친구에서 연인 사이로 발전하는 것을 두려워한다면 결국에는 주위에 아무도 없게 되고 외로움은 더 커질 것입니다. 너무 멀리 있는 사람을 그리워 하기 보다는 , 너무 이상적인 연애를 꿈꾸기 보다는 현실에서 가능한 연애를 하도록 노력해 보심이 어떤가요?"
1817.jpg,연애하고 싶은 마음은 있는데 사람들과 거리감을 두게 되니 쉽게 이성을 만나게 되지 않을 수 있습니다. 또한 이성을 만나도 친구이상으로 발전하지 못하게 스스로 거리를 두니 더욱더 연애운은 나빠질 수 밖에 없겠습니다. 그렇게 되면 사귀는 이성이 있다 하더라도 점점 더 멀어질 뿐입니다. 사랑도 습관이고 헤어지는 것도 습관이 될 수 있습니다. 누군가를 사랑하려는 열린 마음을 가져야 연애가 제대로 될 것입니다.
1818.jpg,"누굴 만나도 좋아하는 감정이 생기지 않아서 헤어질 수 있습니다.또한 현재 이성이 있다 하더라도 사랑에 대한 회의감이 들어서 서먹서먹 멀어질 수 있습니다. 새로운 사람을 만난다 하더라도 사랑하는 마음이 안생기니 오래가지 못하는 것 또한 당연한 일입니다.현실적인 이유로 연애하기가 불편한 상황이라면 할 수 없지만 누군가를 열린 마음으로 좋아하고 받아들이지 못하는 것이라면 문제가 클 것이고, 또한 행복하지 못할 것입니다. 외로운 세상에 서로 보듬어 안아주고 서로를 따뜻하게 감싸주는 사람을 만나는 행복을 느껴보심이 어떤가요?"
1819.jpg,현재 사귀는 이성과 점점 멀어질 수 있습니다. 물론 거리가 떨어지는 이유도 있겠지만애정이 식어가면서 점점 서로를 찾지 않게 되는 것이 큰 문제라고 할 수 있습니다. 만난지 오래된 커플이라면 서로에게 남아있는 사랑을 확인할 때입니다. 짧은 여행이라도 떠나서 옛날의 설레이던 마음을 느껴보는 것은 어떤가요?
1820.jpg,연애운은 좋은데 연애에 대해서 부담을 갖거나 너무 이상적인 연애만 생각하게 되겠습니다. 그러다 보면 오히려 실제로는 연애에 대해서 부정적인 마음을 갖게 되고 사람들과 점점 더 멀어질 수가 있을 것입니다. 청춘은 언제까지나 머물러 있지 않고 당신을 기다려 주지도 않습니다. 더 늦기 전에 서로를 아껴주고 사랑하는 사람을 만나야 하지 않을까요? 그러기 위해서는 당신의 마음이 먼저 열려야 할 것입니다.
1821.jpg,현재 사귀는 이성과 헤어질 위기를 맞게 되는 날입니다. 서로 감정이 상할대로 상하거나 멀어질대로 멀어져 있어서 회복하기가 힘들 수 있습니다. 또한 현재 쏠로인 사람 역시 애정운이 좋지 않기 때문에 새로운 인연을 만나기 힘들 수 있습니다. 이런 날은 섣불리 데이트를 하지 말고 차분하게 생각할 시간을 갖고 거리를 두는 것도 좋은 방법일 것입니다.
1822.jpg,애정운이 좋은 날입니다. 소개팅을 한다면 괜찮은 사람을 만날 수 있습니다. 그러나 이미 사귀는 이성이 있다면 오히려 새로운 이성을 만나게 되서 만나던 사람과는 헤어질 위기를 맞을 수도 있습니다. 진심으로 사랑하는 사람이 누구인지 냉정하게 판단해야 할 때입니다. 정말 사랑하는 사람과 멀어진 후 후회하지 말고 교통정리를 잘 해야 할 것입니다.
1823.jpg,일시적으로는 애정운이 넘치는 것 같지만 사랑하는 마음이 오래가지 못해서 금방 식게 되겠습니다. 현재 만나는 이성이 있다면 두 사람이 정말로 사랑하는지 마음을 다시한번 점검해 봐야 할 것입니다. 진심으로 사랑하는 마음보다는 이성에 대한 호기심으로 만나는 것이라면 모래위에 쌓은 성 처럼 한순간에 허물어질 것입니다. 사랑하는 감정이 식기전에 애정을 착실하게 쌓아가야 할 것입니다.
1824.jpg,현재 사귀는 이성과 멀어질 수 있습니다. 사랑하긴 하지만 마음에 확신이 없다거나상대방의 마음을 사로잡을 만큼의 강한 힘이 없어서일 수 있습니다. 정말 사랑한다면 소심하게 있지만 말고 자신감있게 행동하여 상대방에게 확신을 주어야 할 것입니다. 현재 쏠로 역시 자신감 있게 이성을 만나려 노력해야 할 것입니다. 이성에게 호감을 얻을 수 있는 개인기를 평소에 연마해 놓는다면 훨씬 더 자신감있게 다가가지 않을까요?
1825.jpg,마음에 둔 이성과 더이상 가까워지지 못하고 오히려 더 멀어질 수 있습니다. 사귀는 이성끼리도 오늘은 마음의 거리든 몸의 거리든 멀어질 수 있습니다. 상대방의 마음이나 행동이 불확실하여 어색해질 수 있다지만 사실은 당신의 마음에 확신이 없어서일 것입니다. 상대방의 눈치만 볼 것이 아니라 당신 마음을 점검해야 할 것입니다. 정말 사랑하는지말이지요.
1826.jpg,"당신을 좋아하는 사람이 있는 것 같아 신경이 쓰이는 때입니다. 하지만 당신의 마음도 아직은 열리지 않았고, 상대방도 적극적으로 나오지 않으니 자칫하면 서로 바라만 보다가 멀어질 수있겠습니다.상대방이 우유부단하다고 탓하기만 할 것이 아니라 당신의 마음이 확실한지를 들여다 보는 것이 좋겠습니다. 당신이 먼저 적극적으로 다가가 보는 것은 어떤가요?"
1827.jpg,당신 주변에 멋진 이성이 있긴 하지만 지금은 서로 멀어질 수 있습니다. 자존심이 강해서 상대방을 좋아하긴 하지만 적극적으로 다가가지 못하고 서먹서먹한 관계로 될 수도 있을 것입니다. 정말 사랑한다면 자존심이 문제가 되지는 않을 것입니다. 자존심 싸움만 벌이다가 좋은 사람을 놓치지 말고 있을때 잡으시기 바랍니다.
1828.jpg,"적극적으로 다가오려는 이성이 있는데, 당신은 아직 마음의 준비가 되있지 않아서 자꾸만 멀어지려 하겠습니다. 사랑하지 않는다면 멀리 해도 좋지만, 사랑하는 감정이 있는데도 자신을 속이거나 마음을 아예 열려하지 않는다면 어리석은 행동일 것입니다. 자신의 마음이 어떤 상태인지 점검해보는 것이 우선되어야 겠습니다."
1829.jpg,사귀는 이성과 자칫 헤어질 위기에 다다르겠습니다. 사랑이 식어서일 수도 있지만 서로 거리가 멀어지게되어 자주 못만나는것에도 원인이 있겠습니다. 또한 별것도 아닌 것을 가지고 헤어지자는 말이 습관처럼 되버린 때문이기도 하지요. 그러나 아직은 사랑이 남아있기에 헤어질 단계는 아닙니다. 만나고 헤어짐을 너무 쉽게 생각하지는 말아야 할 것입니다.
1830.jpg,새로운 이성을 만날 기회가 생기겠습니다. 소개팅을 한다면 성사될 가능성이 많겠습니다. 그러나 마음을 정하지 못해서 이성을 만날까 말까만 고민하다가 하루를 보내기도 쉽습니다. 마음만 굴뚝같다고 연애가 되는 것은 아닐 겁니다. 사랑은 쟁취하는 것이란 말이 있듯이 연애를 하고 싶다면 몸이 우선 적극적으로 다가가야할 것입니다. 이성에게 호감을 살 개인기를 준비한다든가 작은 선물을 준비하는 것도 나쁘지는 않을 것입니다.
1831.jpg,"애정운이 좋지 않은 날입니다. 사귀던 사람과 멀어질 수가 있고, 현재 쏠로인 사람은 데이트가 무산되는 날이기도 합니다. 교통수단의 문제도 생길 수 있습니다. 본의 아니게 데이트가 다음날로 연기될 수도 있습니다. 미리미리 대비하시기 바랍니다. 어쩔 수 없이 멀어지는 것은 할 수 없다 쳐도 서로 마음을 믿지 못하고 의심할 수도 있을 것입니다. 이럴때 일 수록 서로 신뢰하고 사랑하는 마음을 보여주어서 사랑을 지켜가야 할 것입니다."
1832.jpg,"현재 만나는 이성과 계속 만나야 할지 말아야 할지 고민이 되겠습니다. 몸의 거리가 멀어질 수도 있고, 마음의 거리가 멀어질 수도 있습니다. 그렇다고 헤어질 용기도 없기에 막막하기만 할 뿐입니다. 또한 기다려야 하는 것에 대한 부담감도 있어서 더욱더 힘만 들 뿐입니다. 현재 쏠로인 사람 역시 새로운 이성을 만나야 할지 말아야 할지 고민만 하다가 시간만 보낼 수 있겠습니다. 애정운이 무척 좋지 않은 날입니다. 이럴때 일 수록 서로간의 신뢰가 중요합니다. 서로 믿을 수 있는 징표를 나눠 갖는 것도 마음을 안정시키는 방법이 되지 않을까 합니다."
1833.jpg,"현재 만나고 있는 이성과는 점점 더 거리감을 느끼겠습니다. 서로 맞지 않는 것 같아서 갈등이 점점 심해지지만 헤어질 용기는 나지 않아서 답답하기만할 뿐입니다. 아마도 쉽게 헤어지지는 못할 것입니다. 다른 더 괜찮은 사람이 나타날때까지는 말이지요. 내 옆에 아무도 없어 외로운 것 보다는 그래도 다투고 투정부릴 대상이 있는 것이 더 낫다는 생각이 들것입니다. 서로에게 사랑이 남아있고, 만나고 있는 순간까지는 되도록이면 상처주지 말고 행복하게 지내려 노력해 보아야할 것입니다."
1834.jpg,연애를 하고 있긴 하지만 자주 못만단다거나 거리감을 느끼게 되는 날입니다. 서로 사랑하는지 확신이 점점 사라져만 갈 것입니다. 그렇다고 완전히 헤어질 용기도 없습니다. 다툼만 끊이지 않을 뿐입니다. 서로 사랑한다면 서로를 위해서 조금씩은 양보하고 자존심을 버려야 할 것입니다. 받는 사랑도 중요하지만 주는 사랑도 행복하답니다. 상대방을 먼저 배려하고 사랑을 베푼다면 반드시 그사랑은 당신에게 돌아올 것입니다.
1835.jpg,애정운이 좋지 않은 날입니다. 사귀는 이성이 있다면 헤어질 수도 있습니다. 또한 좋아하는 사람끼리 멀리 떨어지게 되어 못만날 수도 있습니다. 견우와 직녀 처럼 가끔가다 만나게 되니 아무래도 사랑에 대한 확신이 없어지고 서로에게 의심이 들 수 밖에 없을 것입니다. 몸이 멀어지면 마음도 멀어진다는 속담이 있다지만 정말 사랑한다면 그 사랑으로 서로를 믿고 의지해야할 것입니다.
1836.jpg,새로운 이성을 만날 기회가 생기는 때입니다. 그러나 당신의 마음이 아직은 새로운 사람을 받아들일 준비가 되 있지 않아서 오래가지 못할 수 있습니다. 물론 처음에는 호감이 가서 몇번 만나볼 수는 있지만 점점 더 마음문을 닫게 되고 급기야는 흐지부지 끝날 수도 있을 것입니다. 또한 현재 만나고 있는 이성이 있다 하더라도 거리감을 느껴서 멀어질 수 있습니다. 정말 사랑하는 마음이 있는지 자신의 마음을 점검해 봐야 할 것입니다.
1837.jpg,뜻하지 않게 이성을 만날 수 있습니다. 출장을 간다거나 여행길에서 만날 수도 있습니다. 그러나우연히 만난 이성이므로 다시 멀어지기도 쉽습니다. 아직 마음의 확신이 없어서 이기도 하고 미쳐 좋아하는 감정을 표현하지 못해서 일 수도 있겠지요. 정말 좋아한다면 지체하지 말고 표현을 해야 할 것입니다. 그러나 현재 만나는 이성과는 오히려 순간의 감정을 이기지 못하고 헤어질 수도 있습니다. 감정에 휘둘리지 말고 신중하게 행동해야 할 때입니다.
1838.jpg,현재 만나는 이성과는 자칫하면 헤어질 수도 있습니다. 서로 사랑하는지에 대한 확신이 없어서이기도 하지만 둘중 한 사람이 강하게 끌고 가야 하는데 두 사람 다 자신감이 없고 책임감이 부족하거나 마음이 약해서 서로를 이끌 능력이 부족함 때문입니다. 우유부단하게 만나다가는 급기야 흐지부지 될 것입니다. 오늘은 당신이 뱃사공이 되어보는 것은 어떤가요? 두 사람이 탄 작은 배를 잘 이끌어 가 보시기 바랍니다.
1839.jpg,현재 만나고 이성과는 무난한 사이라 할 수 있습니다. 그러나 너무 무난하다 보니 설레임도 없어지고 특별한 매력이 점점 사라지는 것 같아서 자칫하면 멀어질 수 있습니다. 너무 늦기 전에 식어가는 사랑을 다시 불태워야 할 것입니다.처음 만났던 장소에 다시 가본다든가 짧게라도 여행을 떠나보는 것은 어떤가요?
1840.jpg,멋진 이성을 만날 수 있습니다. 그러나 아직 마음의 준비가 되 있지 않아서 가까워 지지 못하고 바라만 보게 될 수도 있을 것입니다. 마음을 잡지 못하다간 좋은 사람을 놓칠 수도 있을 것입니다. 용기를 내야할 때입니다. 반대로 현재 만나는이성과는 오히려 멀어질 수가 있습니다. 서로 사랑은 하지만 현실적인 이유나 성격적인 문제가 해결되지 않아서 헤어질 위기도 맞을 수 있습니다. 정말 사랑한다면 그 사랑을 지키기 위해 용기를 내 보시기 바랍니다.
1841.jpg,멋진 사람을 만날 수 있습니다.그러나 자칫하면 서로 자존심 싸움을 벌리다가 헤어질 수도 있습니다. 괜찮은 사람은 아무때나 나타나지 않을 것입니다. 너무 늦기전에 잡으시기 바랍니다. 또한 현재 사귀는 사람과도 자존심 다툼으로 멀어질 수도 있습니다. 서로 사랑하는마음이 아직도 남아있다면 성격차이 정도는 감싸고 이해해야 할 것입니다.
1842.jpg,주변에 친구같은 사람은 있지만 연인사이로까지는 발전하지 못하고 애매한 사이로 남아있게 되는 때입니다. 외로워서 만나긴 하지만 사귈정도로 사랑하는 마음은 들지 않아서 더이상 가까워 지지 못하고 자칫하면 멀어질 수도 있습니다. 그러나 어떤 이성을 만나도 감정이 생기지 않는 것이 더 문제일 수 있습니다. 사랑은 머리로 하는 것이 아니라 감정으로 하는 것입니다. 이성을 만나서 느끼려는 마음을 가져야할 때입니다.
1843.jpg,현재 만나고 있는 이성과 성격이 맞지 않는 것 같아서 점점 멀어지는 사이가 되겠습니다.또한 현실적으로 멀리 떨어지게 되는데 그 상황을 이해해 주지 못하고 오해가 생길 수도 있습니다. 서로 좋아하는 감정이 다 했다면 헤어지는 것이 순리이겠지만 아직도 감정이 남아있다면 오해를 품은채 헤어지는것은 답답한 일일 것입니다. 더 늦기 전에 서로 마음을 솔직하게 털어놓는 것이 순서가 아닐까 합니다.
1844.jpg,주변에 이성친구는 많지만 정작 연인사이로 발전하기는 힘든 때입니다. 사랑하는 감정이 없어서라기보다는 친구에서 연인 사이로 넘어가기가 어색하기 때문입니다. 결정적인 고백이 잘 이루어지지 않아서 서로 바라만 보다가 자칫하면 오히려 멀어지게 될 수 있습니다. 그러다 나중에 놓친 것을 후회하게 되지요. 더 늦기전에 자신의 감정을 솔직하게 드러내야할 것입니다.
1845.jpg,현재 만나는 이성끼리 성격차이로 많이 힘들어지고 급기야는 헤어질 위기까지 올 수 있습니다.서로 사랑만 하면 될 줄 알았지만 현실적인 상황이나 성격차이가 두 사람을 많이 힘들게 하는 것이지요. 그러나 정말 사랑한다면 그 성격차이조차 극복을 할 수 있을 것입니다. 당신은 현재 서로 신뢰하고 상대방을 사랑으로 감싸고 성격차이조차 극복할 넒은 마음을 갖고 계신가요?
1846.jpg,현재 만나고 있는 이성과 인연이긴 하지만 성격차이로 멀어질 수 있겠습니다. 게다가 현실적인 문제까지 겹친다면 더욱더 힘들어지고 오해가 생길수도 있는 날입니다. 그러나 정말로 사랑하는 마음이 남아 있다면 서로를 감싸주고 이해할 수 있을 것입니다. 사랑속에는 신뢰도 함께 들어있답니다. 신뢰 없는 사랑은 한낮 물거품에 지나지 않을 것입니다.
1847.jpg,사귀는 이성끼리 권태기를 느끼는 날입니다. 예전의 설레이던 감성이 사라지고 성격 또한 맞지 않는단 생각을 갖게 됩니다. 또한 현재 쏠로인 사람 역시 꼭 연애를 해야 겠다는 마음이 들지도 않고 무덤덤해지는 날입니다. 오늘은 감성지수가 떨어지는 날입니다. 그러므로 서로 사랑하지 않는다는 생각을 버리고 다음날 다시 한번 생각해 봐야할 것입니다.
1848.jpg,친하던 이성과 멀어질 수 있습니다. 서로 마음은 있는데 친구에서 연인으로 발전하지 못하고 어색한 관계가 되니 오해가 쌓일 수도 있습니다. 또한 현실적인 장벽을 넘지 못해서 흐지부지 관계가 끝날 수도 있을 것입니다. 상대방을 미워하고 서운해 하는 감정 역시 사랑의 또다른 모습일 것입니다. 관심이 가고 그 사람이 궁금하다면 그것은 사랑일 수 있습니다. 너무 늦기 전에 솔직하게 마음을 들여다 봐야할 것입니다.
1849.jpg,애정운이 좋지 않은 날입니다. 이성을 만난다 해도 상대방과 대화가 잘 되지 않고 깐깐하게만 행동하거나 마음을 열지 않아서 오해를 살 수도 있을 것입니다. 현재 사귀는 이성끼리 역시 성격차이를 극복하지 못해서 헤어질 위기를 맞겠습니다. 오늘은 되도록이면 데이트를 하지 말고 다음으로 미루는 것이 좋습니다.
1850.jpg,새로운 이성을 만날 기회가 생기겠습니다. 하지만 과거에 헤어진 인연을 못잊었다거나 이미 마음속에 다른 이성을 생각하고 있어서 새로운 이성에게 다가가지 못하게 되겠습니다. 그렇다고 좋아하는 이성에게도 마음을 드러내지 못하고 자존심만 부리게 되니 연애를 할 가능성은 점점 줄어만 들을 것입니다. 더 늦기 전에 마음을 솔직하게 드러내 보이는 것은 어떤가요?
1851.jpg,현재 사귀고 있는 이성과 신경전을 벌이다 급기야는 헤어질 수도 있는 위기 까지 오겠습니다.서로 조금만 양보하면 될 것을 상대방을 이해하려 하지 않고 자기 주장만 강하게 피우니 문제가 해결되지 않고 점점 더 악화되는 것이지요. 타고난 성격은 바꾸기 힘들 것입니다. 상대방의 성격이 바뀌길 바라는 것 보다 사랑하는 마음으로 상대방의 성격을 감싸안는 것이 더 빠를 것입니다.
1852.jpg,현재 만나고 있는 이성이 만만해 보여서 헤어질 결심을 하게 될 수 있습니다. 또한 서로 멀어져 있어서 점점 더 필요함을 느끼지 못하게 될 수도 있습니다. 그러나 무엇보다 서로 사랑하는지를 생각해 봐야 할 것입니다. 새로운 인연을 만난다해도 양에 차지 않게 느껴지거나 거리감을 느끼는 날입니다. 이성에 대한 적극적인 마음이 없어서 더욱더 그렇게 느낄 수 있을 것입니다. 감춰져 있는 감수성을 일깨워야 하지 않을까요?
1853.jpg,누구를 만나도 친구처럼만 느껴지게 되서 연애로까지 발전하지 못하고 흐지부지 멀어지게 되겠습니다. 그러나 막상 만나지 않게 되면 마음이 허전해서 보고 싶게 되는데 이런 마음이 반복되기만 할뿐 두 사람 사이에 진전은 없이 세월만 흘러갈 수 있습니다. 연인으로까지 발전할 자신이 없다면 친구로서 서로 취미생활을 공유한다든가 같이 공부를 해 본다면 어느새 정들어 떨어지기 힘든 사이가 될 수도 있을 것입니다.
1854.jpg,친구와 연인 사이같은 이성을 만나게 되겠습니다. 서로 사랑하는지 확신이 없으니 점점 더 멀어질 수 있습니다. 서로 만나서 편안함을 느낀다면 그것은 일단 좋아한다는 뜻도 될 것입니다. 그러나 설레임이 없다면 우정일 것입니다.
1855.jpg,현재 만나는 이성끼리 자존심 다툼을 벌리다가 급기야는 헤어질 위기까지 오겠습니다.자존심을 지키는 것도 중요하지만 자칫하면 사랑하는 사람을 잃을 수도 있을 것입니다. 헤어질 수 없을 정도로 사랑한다면 이쯤에서 자존심을 접고 사랑하는 마음을 솔직하게 표현하는 것이 좋지 않을까요?
1900.jpg,지금은 진지하고 순수한 연애를 하려는 마음보다는 즐기고 싶고 가벼운 만남을 원하는 때입니다. 그러다 보니 상대방 역시 그런 마음을 갖고 다가올 것입니다. 서로 필요로 하고 즐기고 싶을때 즐기는 것은 좋지요. 하지만 오래가는 인연은 되기 힘들 것입니다. 당신은 어떤 만남을 원하시나요?
1901.jpg,"순수한 연애를 하기 보다는 서로에게 필요로 하는 만남을 원하게 되는 때입니다. 그러나 상대방은 언제까지나 당신이 원하는 것을 들어줄 수는 없을 것이고,따라서 불만족 스러울 수 있을 것입니다.조건적인 만남을 하고 있으니 생겨나는 부작용일 것입니다.사랑은 거래가 아닙니다. 서로 사랑하고 있는 사이인가요?"
1902.jpg,현재 만나는 이성끼리 즐거운 일이 생길 것입니다. 선물을 주고 받거나 재밌는 한 때를 보낼 수 있을 것입니다. 하지만 즐겁게는 지낼 수 있어도 외적인 조건에만 호감이 가는 것이어서 순수한 사랑에는 무관심할 수도 있을 것입니다. 한순간에 마음에 들었다 해서 그것이 다 사랑은 아닐 수 있습니다. 천천히 만나본 후에 결정하시는 것이 좋겠습니다.
1903.jpg,만나는 이성끼리 현실적인 조건이 맞지 않아서 오래 가지 못하고 헤어질 위기를 맞겠습니다. 가볍게 만나는 것은 괜찮지만 미래를 약속하기에는 양에 차지 않게 느껴지기 때문입니다. 정말 서로 사랑하는 관계인지 생각해 봐야 할 때입니다. 정말 사랑한다면 현실적인 장벽쯤은 넘을 수 있고 신뢰도 생길 것입니다.
1904.jpg,사랑하긴 하지만 현실적인 여건이 만족스럽지 못해서 이러지도 못하고 저러지도 못하는 사이가 될 수 있습니다. 그러다 보면 진심으로 사랑하는지에 대한 의심도 들기 시작할 것입니다. 그렇다고 아직은 헤어질때는 아니어서 혼란은 더욱더 가중될 것입니다. 그러나 무엇보다 사람간의 관계는 사랑이고 신뢰일 것입니다. 서로 사랑하는지 신뢰하는지 점검해야 할 때입니다.
1905.jpg,현재 만나는 이성과는 지금 당장은 만나는데 문제가 되지 않고 즐거울지 모르지만 미래까지 생각하기에는 좀 양에 차지 않는 다는 생각이 드는 때입니다. 또한 오늘 새롭게 만나는 이성과도 역시 가벼운 만남은 되지만 진지하게 좋아하는 마음은 잘 들지 않을 것입니다. 그러므로 오늘은 성급하게 미래를 약속하지 않는 것이 좋습니다. 오늘은 일단 즐겁게 만나고 미래까지 갈 것인지는 다음날 다시 생각해 봐야 할 것입니다.
1906.jpg,오늘 데이트를 하면 즐거운 일이 생기고 행복한 한때를 보낼 수 있을 것입니다. 선물을 주고 받을 수도 있고 도움을 받을 수도 있을 것입니다. 현실적인 조건이 괜찮은 이성을 만나기 좋은 날입니다. 그러나 너무 조건에만 치중한다거나 이성간의 즐거움에만 빠져 지낼 수가 있어서 자칫하면 오늘 다 에너지를 탕진할 수도 있습니다. 오래가는 연인사이가 되려면 조금씩 다가가고 서로 아끼는 마음과 배려심을 길러야 하지 않을까요?
1907.jpg,"현재 만나는 이성과는 오래가지 못할 수 있습니다. 생각했던 것 보다 현실적인 조건이 양에 차지 않는다는 것을 느낀다든가 서로 성격이 맞지 않는다는 것을 알게되기 때문입니다. 그러나 상대방만 탓할 것이 아니라당신의 마음자체가 상대방을 진심으로 사랑하고 있는지 , 상대방을 배려하고 맞춰주려는 노력은 했는지를 돌아보아야 할 것입니다. 그렇지 않으면 서로 좋은 관계로 회복되기는 힘들 것입니다."
1908.jpg,"현재 만나는 이성과는 현실적으로나 조건이 딱 맞는 사이일 것입니다.그러나 서로 성격이 맞지 않는다는 것이 단점이 될 수 있습니다. 조건은 맞는데 성격이 맞지 않으니 헤어질 수도 없고 만나자니 답답하기만 할 뿐입니다. 그러나 타인끼리 만나서 모든 면이 다 만족스러울 수는 없을 것입니다. 반면 당신은 상대방에게 조건이나 성격적인 부분에 있어서 완벽한 사람인지를 생각해 보아야 할 것입니다. 서로 맞는 성격을 찾을 것인지, 조건은 선택할 것인지요?"
1909.jpg,"뜻하지 않게 이성간의 즐거운 일이 생길 수 있습니다. 유흥에 빠질 수도 있고, 술자리에서 매력적인 이성을 만날 수도 있을 것입니다. 즐거운 한때를 보내기에는 더 없이 좋은 때입니다.그러나 순수한 마음으로 만난 사이가 아니라서 오래가는 사이는 되기 힘들 것입니다. 나중을 위해서라도 상대방에게 자신을 다 보여주기 보다는 조심스럽게 행동해야 하겠습니다."
1910.jpg,현재 만나는 이성이 지금 당장은 괜찮고 편안하게 만날 수는 있을 것입니다. 하지만 만나면 만날 수록 가볍다는 생각에 만만하게 행동하게 될 것입니다. 그러나 상대방 역시 당신을 가볍게 생각할 수도 있습니다. 짧은 만남이 되더라도 매너를 지키면서 만나려 노력해야 할 것입니다. 사랑도 중요하지만 인격이나 신뢰를 쌓으며 살아가는 것도 중요하기 때문입니다.
